		Total RNA				Ribosome-footprinted RNA			
	torC	1.65576	1.38172	-0.261029	0.80795	0.236306	0.172633	-0.452945	0.85285
	torD	11.2289	11.6852	0.0574541	0.9225	0.280349	0.17142	-0.709693	0.80885
	torI	92.5977	86.943	-0.090905	0.8249	43.3561	39.3513	-0.139822	0.81905
	torR	12.401	11.7619	-0.0763287	0.859	21.1504	22.1821	0.0687138	0.88335
	torS	3.6346	2.93366	-0.309095	0.40895	0.497349	0.453266	-0.133901	0.8299
	torT	3.31527	2.64812	-0.324157	0.6365	1.43855	1.40662	-0.0323827	0.9816
	torY	1.97042	1.61039	-0.291091	0.506	0.948058	1.28675	0.440681	0.5112
	torZ	5.2565	4.5937	-0.194445	0.63205	7.9081	8.60348	0.12159	0.7749
	tpiA	161.448	162.261	0.00724215	0.9829	683.263	657.25	-0.0560002	0.8889
	tppB	133.172	163.137	0.292796	0.42325	84.9073	77.161	-0.138016	0.72205
	tpx	263.784	269.058	0.0285611	0.9347	1797.11	1731.46	-0.0536905	0.8959
	tqsA	4.6939	3.72577	-0.333247	0.3899	2.55184	2.04851	-0.316964	0.56535
	treA	1.90419	1.41036	-0.433112	0.3031	5.91142	6.91821	0.226893	0.6102
	treB	1110	1174.03	0.0809094	0.85995	1787.06	1921.39	0.104569	0.81585
	treC	448.742	445.85	-0.00932686	0.9814	634.877	563.832	-0.171211	0.6889
	treF	11.4066	10.5692	-0.110008	0.75485	2.41287	3.00902	0.318543	0.5173
	treR	9.25103	7.98019	-0.213191	0.5689	13.5008	11.1753	-0.272729	0.53995
	trg	4.15027	4.03117	-0.0420054	0.9122	0.112613	0.113805	0.0151916	1
	trkA	54.2379	50.6297	-0.0993179	0.7764	39.5728	34.0651	-0.216217	0.58
	trkG	2.88526	3.02666	0.069024	0.86	2.88395	2.42139	-0.252212	0.61915
	trkH	31.5374	32.5448	0.0453633	0.89415	6.39603	5.37904	-0.249827	0.5829
	trmA	92.5319	86.3778	-0.0992891	0.7753	31.8268	28.3541	-0.166686	0.69655
	trmD	2200.47	1988.14	-0.14639	0.74575	58.9653	50.8411	-0.213871	0.59355
	trmH	59.5155	55.1075	-0.111017	0.7552	26.3751	22.6603	-0.219008	0.61175
	trmI	118.897	102.914	-0.208272	0.62685	85.7045	72.4343	-0.242698	0.7241
	trmJ	199.051	183.012	-0.121198	0.7248	239.33	236.298	-0.018389	0.9638
	trpA	12.4248	13.1203	0.0785862	0.89685	28.0504	26.934	-0.0585927	0.93455
	trpB	15.0236	15.1961	0.0164653	0.9673	32.7868	32.2875	-0.0221371	0.9647
	trpC	11.4781	11.9182	0.054276	0.87795	2.4905	2.28975	-0.121243	0.8163
	trpD	4.27231	3.92157	-0.123585	0.77325	0.358055	0.146938	-1.28498	0.2572
	trpE	1.49567	1.12041	-0.416762	0.6002	0.231979	0.123124	-0.913885	0.5076
	trpR	54.9369	44.1201	-0.316341	0.4025	95.9893	111.054	0.210309	0.6251
	trpS	134.5	138.043	0.0375199	0.944	230.618	209.136	-0.141067	0.7893
	truA	81.2497	76.6863	-0.0833936	0.89435	22.5605	21.1726	-0.0916008	0.94745
	truB	193.959	190.897	-0.022958	0.9598	110.775	102.827	-0.107409	0.9024
	truC	14.7493	14.5137	-0.0232292	0.95575	17.1889	14.2963	-0.265832	0.6844
	truD	100.289	93.8268	-0.0960922	0.88725	81.8316	76.4481	-0.0981767	0.8656
	trxA	645.91	616.233	-0.0678581	0.846	2778.58	3248.87	0.225594	0.58305
	trxB	169.214	177.66	0.0702694	0.83945	286.013	285.378	-0.00320773	0.99305
	trxC	45.4248	56.601	0.317345	0.38065	145.285	148.515	0.031724	0.9362
	tsf	1811.98	1603.85	-0.176031	0.69515	6583.09	5927.19	-0.151419	0.76475
	tsgA	5.79143	6.51981	0.170912	0.65755	1.16085	1.04467	-0.152135	0.80715
	tsr	5.41625	4.60144	-0.23521	0.528	0.33991	0.484589	0.511609	0.5205
	tsx	492.449	509.538	0.0492163	0.9022	1883.61	1932.28	0.0368044	0.9351
	ttcA	45.1445	43.5675	-0.0512973	0.87925	167.073	140.426	-0.250668	0.52305
	ttdA	2.37204	1.58636	-0.580409	0.2972	0.0341889	0.157356	2.20243	1
	ttdB	2.85705	2.29552	-0.315708	0.63355	0.0960669	0.12282	0.354437	1
	ttdR	2.79325	2.13736	-0.386117	0.3732	0.423415	0.695666	0.71632	0.4274
	ttdT	4.18764	3.19155	-0.391878	0.3051	0.139512	0.201521	0.530539	1
	tufA	0	0	0	1	0	0	0	1
	tufB	2578.25	2573.27	-0.0027896	0.99585	6672.99	6675.03	0.000440702	0.99945
	tus	10.8223	11.4186	0.0773738	0.9229	12.3972	10.5961	-0.226475	0.87035
	tynA	1.46801	1.01253	-0.535896	0.1916	0.517591	0.504788	-0.0361329	0.95295
	typA	300.241	280.02	-0.100593	0.7951	156.722	135.875	-0.205936	0.61185
	tyrA	40.0221	40.4958	0.0169747	0.9634	37.5519	39.5055	0.0731654	0.8616
	tyrB	10.1307	10.444	0.0439331	0.9052	29.1526	29.5567	0.0198588	0.9586
	tyrP	17.4751	19.5994	0.165505	0.64345	10.9721	12.0529	0.13554	0.7575
	tyrR	42.9733	41.0847	-0.0648375	0.84775	45.5562	50.6069	0.151688	0.7003
	tyrS	222.027	210.31	-0.0782175	0.8322	264.669	236.5	-0.162349	0.68225
	ubiA	76.735	57.9965	-0.403918	0.2402	90.6143	72.9574	-0.312685	0.43525
	ubiB	48.9216	46.6692	-0.0680026	0.8852	9.92238	12.6006	0.34473	0.65835
	ubiC	61.6577	46.0163	-0.422138	0.239	24.7941	21.1322	-0.230556	0.6243
	ubiD	143.034	140.24	-0.0284581	0.9393	92.6487	92.6169	-0.000495311	0.9986
	ubiE	161.248	168.073	0.0598101	0.8698	148.965	174.196	0.225736	0.57325
	ubiF	51.7999	50.3096	-0.0421175	0.8998	71.5855	73.1252	0.0307027	0.93685
	ubiG	34.9431	31.4401	-0.152401	0.66965	77.7936	81.0482	0.0591292	0.87835
	ubiH	131.426	126.178	-0.0587917	0.9189	25.2204	23.1065	-0.126292	0.90815
	ubiX	24.7371	23.9095	-0.0490927	0.89695	21.9586	19.8632	-0.144682	0.75175
	ucpA	432.831	446.162	0.0437638	0.90275	857.349	895.321	0.0625227	0.88585
	udk	37.3537	32.3119	-0.209189	0.5578	60.3369	48.8755	-0.303929	0.4604
	udp	206.247	212.139	0.0406336	0.91455	1003.65	974.563	-0.0424299	0.927
	ugd	9.17995	8.95592	-0.0356445	0.92265	2.09802	1.37159	-0.613176	0.29535
	ugpA	2.7752	1.91815	-0.532882	0.3466	0.191073	0.208094	0.123111	0.79145
	ugpB	3.61689	2.67923	-0.432933	0.27235	9.8678	3.75334	-1.39456	0.00315
	ugpC	9.18589	8.09888	-0.181698	0.78185	1.81194	2.274	0.327701	0.83945
	ugpE	2.34516	1.88078	-0.318356	0.6036	0.256286	0.207127	-0.307239	0.76745
	ugpQ	26.4589	23.6792	-0.16013	0.7375	27.5723	28.1104	0.0278878	0.9575
	uhpA	39.8065	37.6918	-0.0787532	0.86895	15.0436	13.3478	-0.172546	0.75735
	uhpB	9.39782	7.41895	-0.341111	0.55145	1.02951	1.31172	0.349502	0.74895
	uhpC	6.1673	4.83841	-0.350108	0.36375	0.939452	0.788299	-0.253077	0.7065
	uhpT	4.64468	3.3069	-0.490099	0.20035	0.742814	0.743276	0.0008983	0.99165
	uidA	2.34572	2.16524	-0.115502	0.80755	9.19608	9.25834	0.00973456	0.98175
	uidB	1.91093	1.65992	-0.203155	0.7515	0.785362	0.770201	-0.0281213	0.98895
	uidC	0.876991	0.587171	-0.578781	0.2604	0.850901	0.622737	-0.450368	0.5335
	uidR	83.7307	88.108	0.0735167	0.82815	121.747	102.503	-0.248226	0.53525
	ulaA	2.10691	1.81986	-0.211298	0.6086	1.05382	0.804482	-0.389497	0.5666
	ulaB	10.6069	11.1421	0.0710184	0.8762	17.8181	24.2614	0.445317	0.41585
	ulaC	7.33415	7.16505	-0.0336533	0.9361	4.62178	4.69855	0.0237663	0.96765
	ulaD	10.4429	9.61272	-0.119509	0.7595	6.163	9.35325	0.601835	0.22905
	ulaE	10.1195	8.76119	-0.207939	0.68635	2.00738	1.98546	-0.0158428	0.9839
	ulaF	11.6256	11.7529	0.0157203	0.9757	1.0006	1.43216	0.517333	0.6636
	ulaG	3.59506	2.77874	-0.371584	0.36255	6.23749	5.26683	-0.244032	0.61255
	ulaR	13.8546	14.1992	0.0354424	0.93935	28.8087	31.3539	0.122138	0.7945
	umuC	3.15911	2.68373	-0.235279	0.6025	1.12774	1.55249	0.461151	0.56955
	umuD	5.2057	5.7123	0.13398	0.85885	7.6836	8.84418	0.202947	0.7716
	ung	31.2706	32.6483	0.0622029	0.86625	94.1267	88.5866	-0.0875161	0.8269
	upp	119.769	112.432	-0.0912025	0.7918	354.868	280.184	-0.340911	0.4166
	uraA	12.8834	11.2386	-0.197054	0.5824	19.6393	14.6005	-0.427723	0.3068
	usg	61.4045	57.4792	-0.0953036	0.88295	76.6546	66.2077	-0.211373	0.7587
	ushA	25.7451	24.6947	-0.0600921	0.86145	44.1821	46.4376	0.0718289	0.85835
	uspA	157.588	184.309	0.225972	0.5121	1505.59	1910.18	0.343375	0.40445
	uspB	86.4133	91.2516	0.0785967	0.8323	37.6471	32.3674	-0.218	0.6718
	uspC	8.19593	8.61603	0.072117	0.8694	48.8148	61.9366	0.343473	0.4342
	uspD	32.8582	38.396	0.224703	0.5477	132.114	141.288	0.0968493	0.8166
	uspE	86.9748	89.9939	0.0492286	0.8875	143.509	138.349	-0.05283	0.8922
	uspF	145.304	153.14	0.0757738	0.82325	658.248	734.662	0.158449	0.69765
	uspG	255.988	272.298	0.089108	0.79255	2715.87	2676.25	-0.0212003	0.96045
	uup	102.779	93.0836	-0.142941	0.68415	147.303	125.67	-0.229155	0.5604
	uvrA	38.0541	34.2328	-0.152674	0.6542	22.3028	17.8736	-0.319394	0.4268
	uvrB	44.6725	42.8334	-0.0606491	0.8571	21.3462	18.915	-0.174451	0.6553
	uvrC	11.5842	10.7834	-0.103352	0.86245	8.72035	7.86474	-0.148988	0.8301
	uvrD	55.922	51.0886	-0.130417	0.70655	34.5765	34.041	-0.0225205	0.9524
	uvrY	62.4784	57.0729	-0.13055	0.78505	47.9487	47.5116	-0.013211	0.9799
	uxaA	52.5264	55.9374	0.0907709	0.78575	21.8784	22.2832	0.0264461	0.94805
	uxaB	7.43313	6.74444	-0.140272	0.7078	12.1757	11.5275	-0.0789175	0.8579
	uxaC	40.1254	42.8781	0.0957245	0.7759	90.4143	96.9695	0.10098	0.8008
	uxuA	62.6141	71.2946	0.187304	0.57475	245.491	275.729	0.167579	0.6768
	uxuB	65.1105	66.7826	0.0365819	0.91495	52.9568	55.3038	0.0625642	0.8759
	uxuR	107.133	114.918	0.101203	0.77935	44.5676	44.711	0.00463422	0.99165
	vacJ	223.018	227.231	0.0269988	0.93605	301.074	268.282	-0.166367	0.67435
	valS	242.098	251.889	0.0571958	0.89355	92.6607	106.112	0.195557	0.6343
	ves	2.82641	3.18397	0.171859	0.81315	0.611427	0.489046	-0.322212	0.87105
	viaA	12.7857	10.695	-0.257598	0.617	2.88134	2.9734	0.0453727	0.96315
	visC	67.6882	60.9402	-0.15151	0.6615	43.0399	37.3343	-0.205175	0.60605
	vsr	13.8246	12.8025	-0.11082	0.9166	5.6139	8.25184	0.555712	0.71845
	waaA	25.9973	24.0346	-0.113249	0.7542	19.1094	21.3513	0.160045	0.698
	waaU	18.6034	17.4689	-0.0907796	0.8077	90.6766	53.0966	-0.772112	0.0528
	wbbI	56.0074	49.3398	-0.182866	0.60065	206.051	179.838	-0.196308	0.61995
	wbbK	43.6603	40.0767	-0.123557	0.72375	160.787	109.596	-0.552951	0.16385
	wcaA	2.18415	1.48731	-0.554367	0.22815	1.10901	1.084	-0.0329076	0.9672
	wcaB	3.6964	3.17342	-0.220082	0.71545	0.502595	1.34841	1.42379	0.322
	wcaC	1.26866	0.965002	-0.394704	0.48855	0.289182	0.271801	-0.089429	0.94575
	wcaD	0.963616	0.528607	-0.866262	0.10105	0.16428	0.069474	-1.24161	1
	wcaE	0.800172	0.452411	-0.822675	0.2001	1.14663	0.614652	-0.899556	0.29925
	wcaF	1.4894	0.634127	-1.23189	0.06025	0.335451	0.268044	-0.323635	0.8253
	wcaI	2.13004	1.23653	-0.784577	0.1297	0.147302	0.133563	-0.141263	1
	wcaJ	1.81836	1.14339	-0.669324	0.12515	0.170996	0.286035	0.742234	0.45235
	wcaK	1.81958	1.46875	-0.309015	0.6068	0.829377	0.635474	-0.384195	0.61935
	wcaL	2.47448	1.77046	-0.483003	0.36815	0.364599	0.371402	0.0266732	0.9826
	wcaM	2.3702	2.15052	-0.140321	0.72825	0.622888	0.585342	-0.0896945	0.9022
	wecH	3.02153	2.43173	-0.313301	0.46305	1.11585	1.69881	0.606375	0.3532
	wrbA	20.2874	21.5696	0.0884193	0.8141	65.0776	78.755	0.27521	0.53145
	wza	1.46477	0.726731	-1.01118	0.04765	0.531556	0.312172	-0.76788	0.42845
	wzb	1.87481	1.10244	-0.766042	0.21685	0.280349	0.179211	-0.645563	1
	wzc	1.25329	0.786827	-0.6716	0.11975	0.371585	0.224814	-0.724959	0.38965
	wzxC	1.77366	0.911895	-0.959793	0.02915	0.123615	0.0389	-1.66801	1
	wzxE	46.3683	44.9011	-0.0463905	0.93045	5.53288	4.32311	-0.355962	0.6759
	wzyE	23.9521	23.3848	-0.0345845	0.963	3.63651	3.2752	-0.150972	0.8747
	wzzE	64.4562	61.8364	-0.0598636	0.85985	15.9964	13.7109	-0.222427	0.60515
	xanP	79.1891	83.0873	0.0693258	0.8521	49.5137	54.5384	0.139445	0.73595
	xanQ	1.72642	1.0408	-0.730094	0.09505	0.28154	0.545942	0.955411	0.2506
	xapA	1.55003	1.03633	-0.580808	0.2368	1.06967	0.99594	-0.103034	0.8847
	xapB	4.65257	3.94303	-0.238725	0.5381	0.392439	0.402917	0.0380144	0.96325
	xapR	10.4786	10.2436	-0.0327258	0.93325	3.12592	4.16859	0.415281	0.42665
	xdhA	5.40353	4.74896	-0.186291	0.60545	2.73565	3.14952	0.203247	0.66235
	xdhB	5.46332	5.44998	-0.0035276	0.99355	4.79768	5.05771	0.0761475	0.90125
	xdhC	7.55999	7.2113	-0.0681241	0.91325	8.19692	5.14743	-0.671231	0.4353
	xdhD	4.49806	3.88237	-0.212364	0.57805	1.50636	1.54897	0.0402438	0.9457
	xerC	32.9263	33.2979	0.0161873	0.983	15.205	17.7317	0.221784	0.8121
	xerD	54.3213	52.0985	-0.0602767	0.85835	14.5885	14.7843	0.0192359	0.96495
	xseA	10.9969	9.74711	-0.174053	0.69895	10.903	9.10298	-0.260313	0.6949
	xseB	431.451	418.252	-0.044823	0.9489	303.275	336.673	0.150719	0.833
	xthA	65.1882	62.4023	-0.0630118	0.8489	149.312	136.573	-0.128651	0.7446
	xylA	13.9247	13.8703	-0.00564553	0.98795	10.6051	9.9251	-0.0956032	0.8305
	xylB	15.3074	13.8917	-0.140003	0.7003	14.0223	12.6786	-0.145331	0.7335
	xylE	5.07437	4.61169	-0.137931	0.71515	0.826418	0.616103	-0.4237	0.5274
	xylF	3.5996	2.63672	-0.449096	0.26885	21.5548	18.2572	-0.239544	0.57015
	xylG	4.19946	4.51568	0.104738	0.8301	0.56184	0.463335	-0.278104	0.8087
	xylH	4.7971	4.09906	-0.226868	0.69015	0.921772	0.804292	-0.19669	0.81965
	xylR	7.90816	7.61972	-0.0536038	0.88885	5.03291	4.91582	-0.0339602	0.945
	yaaA	15.0775	16.2815	0.110843	0.7674	43.5817	46.0247	0.0786873	0.84565
	yaaH	34.6456	36.3246	0.0682732	0.8494	7.0801	5.07757	-0.47963	0.3955
	yaaI	3.36	2.65109	-0.341878	0.51695	3.26835	2.42337	-0.431548	0.5791
	yaaJ	5.85335	5.16545	-0.180369	0.62785	3.64792	2.87823	-0.341889	0.48235
	yaaU	1.76302	1.09535	-0.686655	0.1227	0.218141	0.337571	0.629931	0.5146
	yaaW	4.14458	3.19415	-0.375795	0.3793	2.75618	1.42962	-0.947042	0.16015
	yaaX	47.277	37.8813	-0.319654	0.43555	47.1654	44.1858	-0.0941447	0.85695
	yaaY	215.215	164.571	-0.387076	0.30175	10.9589	1.53108	-2.83948	0.10145
	yabI	39.6922	32.2353	-0.300211	0.39425	4.01138	2.79767	-0.519871	0.3387
	yacC	25.4936	20.623	-0.305884	0.4403	28.1455	36.6826	0.382188	0.41975
	yacF	58.6194	60.8461	0.053786	0.91105	76.6501	70.4039	-0.122632	0.80835
	yacG	230.77	233.197	0.0150902	0.96895	941.704	916.504	-0.0391327	0.9224
	yacH	2.82409	2.12006	-0.413679	0.2904	0.232318	0.0695179	-1.74064	0.1385
	yacL	156.141	151.343	-0.0450258	0.89795	463.65	464.939	0.00400526	0.9925
	yadB	21.0338	18.722	-0.167978	0.63875	7.49556	6.86551	-0.126668	0.7836
	yadC	1.08995	1.16754	0.0992103	0.8282	1.83241	1.88779	0.042957	0.9382
	yadD	11.4214	11.5445	0.0154678	0.96665	9.73784	8.41663	-0.210358	0.65985
	yadE	7.38206	5.90259	-0.322676	0.38595	3.01653	1.93196	-0.642826	0.2321
	yadG	31.2536	29.5636	-0.0802017	0.87355	68.8149	58.2104	-0.241443	0.6554
	yadH	33.7852	33.5495	-0.0101033	0.98495	66.3349	55.3024	-0.262424	0.67895
	yadI	21.1047	19.5625	-0.109474	0.77235	33.23	33.7123	0.0207891	0.96095
	yadK	0.78706	0.796083	0.0164463	0.9796	0.561912	0.996278	0.826203	0.39725
	yadL	1.48656	1.07719	-0.4647	0.40485	5.74056	5.96129	0.0544323	0.9169
	yadM	42.397	23.7631	-0.83524	0.33005	12.3863	15.4826	0.3219	0.86695
	yadN	1.23146	1.1216	-0.134804	0.8144	1.55175	0.881703	-0.815528	0.34985
	yadS	62.0497	58.589	-0.0827948	0.8118	11.6247	10.2389	-0.183125	0.7013
	yaeB	24.7402	23.4501	-0.0772652	0.88455	24.8652	19.8253	-0.326783	0.7891
	yaeF	6.69673	6.03109	-0.151039	0.70055	0.993588	0.771378	-0.36521	0.6539
	yaeH	123.54	125.516	0.0228919	0.9495	434.118	412.551	-0.0735146	0.85165
	yaeI	6.56358	6.0497	-0.11762	0.7668	1.13294	0.406336	-1.47932	0.1345
	yaeJ	64.612	60.4833	-0.0952652	0.86015	15.8015	17.1094	0.114728	0.94335
	yaeP	734.116	772.859	0.0741971	0.87455	1416.93	1698.74	0.261696	0.61975
	yaeQ	60.9369	53.5128	-0.18743	0.675	131.163	128.611	-0.0283498	0.9467
	yaeR	19.2463	18.8796	-0.0277538	0.9427	23.1543	26.1073	0.173174	0.71415
	yafC	9.38451	10.2747	0.130741	0.80355	19.326	18.1876	-0.0875887	0.9145
	yafD	27.5551	32.1792	0.223808	0.52515	11.9926	15.4663	0.366981	0.42415
	yafE	16.4949	17.6432	0.0970948	0.7963	1.2849	1.05747	-0.281039	0.72785
	yafF	8.614	9.25793	0.104007	0.8786	10.8579	4.69811	-1.20859	0.2809
	yafJ	24.2121	20.9412	-0.209388	0.7014	18.5365	15.2341	-0.28306	0.71955
	yafK	37.3806	29.6892	-0.332354	0.47785	49.9597	39.0668	-0.354822	0.4618
	yafL	2.30567	1.92289	-0.261912	0.56435	0.247988	0.32263	0.379611	0.773
	yafM	4.25787	3.14599	-0.43662	0.3501	11.4512	10.7975	-0.0848009	0.8697
	yafN	12.0515	11.6681	-0.0466429	0.91765	136.807	122.413	-0.160384	0.7011
	yafO	2.90008	3.10268	0.097422	0.856	27.4469	19.7801	-0.472596	0.32675
	yafP	2.00638	2.17123	0.113919	0.8479	7.34129	8.01034	0.125829	0.84335
	yafQ	58.7745	49.1695	-0.257426	0.5554	146.888	102.466	-0.519571	0.2945
	yafS	11.5648	11.6434	0.0097641	0.98635	10.5972	10.6926	0.0129253	0.98665
	yafT	4.97033	3.88484	-0.355487	0.38165	6.15099	5.40006	-0.187843	0.707
	yafU	1.17373	0.832024	-0.496406	0.55255	2.56463	1.29663	-0.983988	0.3554
	yafV	18.4805	19.1612	0.0521833	0.88295	10.2396	14.9773	0.548624	0.23395
	yafW	24.7955	17.5324	-0.500056	0.2606	1.53513	1.66241	0.11491	0.9433
	yafX	33.0634	28.5851	-0.209971	0.58175	1.35327	1.45753	0.107077	0.90325
	yafY	8.99362	9.14459	0.0240171	0.9615	3.77517	1.66374	-1.18211	0.1507
	yafZ	5.76482	5.18057	-0.154165	0.6934	1.66391	1.13038	-0.557772	0.4137
	yagA	2.63509	1.62767	-0.695041	0.10895	0.166446	0.0395851	-2.07203	1
	yagE	93.6218	98.4543	0.0726101	0.8402	117.522	112.535	-0.0625568	0.88125
	yagF	91.1277	96.1593	0.0775361	0.83355	30.8687	31.4743	0.0280285	0.9502
	yagG	5.1285	3.5452	-0.532669	0.17065	1.65026	1.60502	-0.0401069	0.9411
	yagH	5.49963	4.53552	-0.278065	0.4572	4.69827	4.57139	-0.0394973	0.9284
	yagI	23.6417	24.1225	0.0290459	0.9362	6.19175	5.55528	-0.156489	0.74865
	yagJ	16.37	14.7145	-0.15382	0.682	3.15252	3.02458	-0.05977	0.9186
	yagK	6.90231	6.80343	-0.0208171	0.962	2.12795	2.19372	0.0439163	0.95495
	yagL	1.39262	1.61316	0.212081	0.67545	6.6771	5.17133	-0.368686	0.4748
	yagM	0.457177	0.529463	0.211779	0.73505	1.83456	3.78429	1.04459	0.07245
	yagP	2.914	2.0536	-0.504845	0.62965	1.80784	0.503228	-1.84498	0.31695
	yagQ	2.89268	2.16543	-0.417755	0.3815	0.40356	0.874821	1.1162	0.267
	yagR	2.0722	1.40503	-0.560565	0.26685	0.212868	0.282829	0.409968	0.64885
	yagS	3.06103	2.27066	-0.430905	0.5278	0.257247	0.287633	0.161075	0.9135
	yagT	1.75413	1.28948	-0.443966	0.70415	0.241155	0.152562	-0.660567	0.79425
	yagU	13.2681	16.1856	0.286747	0.47735	80.2569	82.8126	0.0452252	0.91835
	yagV	4.46877	4.22943	-0.0794141	0.90965	2.29221	1.45676	-0.653969	0.5038
	yagW	4.74141	4.09288	-0.212201	0.6156	1.08805	1.02786	-0.0821076	0.9083
	yagX	2.20924	1.62033	-0.447259	0.2494	0.169342	0.102834	-0.71962	1
	yahA	7.79609	7.64122	-0.0289461	0.94285	10.2154	7.12245	-0.520307	0.30975
	yahB	7.48039	7.38843	-0.0178451	0.96275	5.36533	5.21755	-0.0402948	0.93285
	yahC	2.58052	1.09777	-1.23309	0.0371	2.01902	2.00919	-0.00703813	0.98865
	yahD	1.65643	1.036	-0.677049	0.22855	5.1373	4.61761	-0.153864	0.78045
	yahE	0.938656	0.522752	-0.84447	0.4229	0.0293323	0.00937524	-1.64556	1
	yahF	1.32618	0.632158	-1.06892	0.1398	0.359087	0.205196	-0.80733	0.4484
	yahG	1.05011	0.710793	-0.563036	0.43075	0.22351	0.323729	0.534448	0.6257
	yahI	0.0192722	0.0210666	0.128434	1	0.0194462	0	#NAME?	1
	yahJ	0.0122266	0.013365	0.128434	1	0.00822463	0.00525754	-0.645563	1
	yahK	0.0113494	0.0248121	1.12843	1	0.0114518	0.014641	0.354437	1
	yahL	0	0.017129	inf	1	0	0.0303221	inf	1
	yahN	0	0.0242064	inf	1	0.0337718	0.0143923	-1.23053	1
	yahO	0	0	0	1	0	0.0760659	inf	1
	yaiA	126.201	104.583	-0.271078	0.502	72.9411	57.7269	-0.337489	0.5531
	yaiE	88.1964	101.72	0.205807	0.5802	449.515	442.348	-0.0231871	0.95305
	yaiI	27.0834	24.8715	-0.122911	0.7415	56.0472	58.3272	0.0575278	0.8932
	yaiL	51.1434	48.3414	-0.0812889	0.8209	197.324	179.825	-0.133973	0.73865
	yaiO	4.40223	3.98601	-0.143289	0.73105	0.390335	0.671998	0.783744	0.4552
	yaiP	1.94163	1.19716	-0.697649	0.11815	0.286745	0.467533	0.705301	0.44285
	yaiS	0.618845	0.427586	-0.533363	0.4953	0.987846	1.12264	0.184532	0.836
	yaiT	5.55182	5.17778	-0.100627	0.78835	0.0812154	0.233402	1.52299	0.25585
	yaiV	1.33684	0.894313	-0.57997	0.30805	0.11497	0.0881923	-0.382529	1
	yaiW	23.2171	21.998	-0.0778131	0.8282	10.4002	11.5404	0.150079	0.73715
	yaiX	0.782763	0.670862	-0.222559	0.76745	0.0400499	0.0256016	-0.645563	1
	yaiY	12.2128	12.1904	-0.00264929	0.99285	14.3021	26.9352	0.913264	0.10485
	yaiZ	269.593	266.008	-0.0193135	0.95835	336.76	364.893	0.115749	0.79335
	yajC	447.545	443.131	-0.0142995	0.96755	2457.95	2417.3	-0.0240611	0.9526
	yajD	40.8373	37.2107	-0.134169	0.72475	277.334	254.695	-0.122857	0.75845
	yajG	83.2208	80.5775	-0.0465676	0.8922	533.468	462.889	-0.204736	0.60445
	yajI	8.09769	8.7211	0.107	0.79145	21.4536	23.5182	0.132559	0.77135
	yajL	40.6763	40.0978	-0.0206668	0.9689	115.642	125.605	0.11923	0.8544
	yajO	18.8702	19.203	0.0252165	0.94355	32.1544	30.3642	-0.0826436	0.83645
	yajQ	280.552	275.602	-0.0256841	0.94045	1178.13	1181.66	0.00432392	0.99025
	yajR	23.9927	24.1077	0.00690287	0.9838	13.2028	13.8807	0.072232	0.86685
	ybaA	4.9474	3.28914	-0.588963	0.27435	1.17258	1.2349	0.0747093	0.95125
	ybaB	535.942	470.021	-0.189353	0.74745	2411.39	2366.41	-0.0271678	0.94745
	ybaE	6.65794	6.14414	-0.115866	0.7521	4.12783	3.63049	-0.185222	0.6919
	ybaK	32.7449	30.7375	-0.091271	0.79855	126.814	135.205	0.0924391	0.81745
	ybaL	71.9936	71.1644	-0.016712	0.9635	22.9054	22.1723	-0.0469334	0.90245
	ybaM	351.797	346.403	-0.0222908	0.9546	1024.89	1809.05	0.819757	0.0521
	ybaN	18.3574	17.7784	-0.0462388	0.9153	16.7791	18.2798	0.123583	0.82875
	ybaO	24.605	17.3669	-0.502611	1	32.5775	31.5477	-0.0463411	1
	ybaP	6.71826	6.31424	-0.0894784	0.82255	5.08579	4.88368	-0.0585049	0.91085
	ybaQ	30.8818	36.2608	0.231652	0.544	102.498	101.674	-0.0116407	0.98005
	ybaS	2.99654	2.2878	-0.389335	0.356	5.26395	6.36434	0.273864	0.5644
	ybaT	4.04292	3.27735	-0.30287	0.43815	0.570937	0.625765	0.132289	0.862
	ybaV	23.0462	19.7398	-0.22342	0.5673	32.7847	38.3139	0.224845	0.6307
	ybaY	17.3826	18.7223	0.107109	0.77395	47.023	53.7861	0.193866	0.64365
	ybaZ	14.971	13.2655	-0.174487	0.6898	11.4362	11.1461	-0.0370712	0.95225
	ybbA	16.5834	16.8379	0.0219755	0.97845	6.47076	7.67605	0.246429	0.7965
	ybbC	1.89871	1.5641	-0.279686	0.8	25.5317	17.0169	-0.585317	0.30975
	ybbJ	50.1635	47.1416	-0.0896362	0.87235	24.4156	26.8889	0.139205	0.89745
	ybbL	8.40216	7.5254	-0.158992	0.76795	40.2481	37.3931	-0.106146	0.84395
	ybbM	7.14208	6.98434	-0.0322203	0.94865	23.3908	17.5834	-0.411727	0.5652
	ybbN	62.9713	69.5841	0.144063	0.67905	189.942	199.719	0.0724066	0.8589
	ybbO	40.3706	39.7205	-0.0234222	0.94785	69.7478	58.6278	-0.250562	0.5384
	ybbP	9.15316	7.85414	-0.220817	0.68625	2.04391	1.74753	-0.226016	0.78205
	ybbW	0.944722	0.335042	-1.49555	0.00695	0.153114	0.366431	1.25893	0.20975
	ybbY	1.45597	1.0297	-0.499763	0.2652	0.353228	0.589403	0.738656	0.3627
